Jun  5 11:36:08.910034 - 4296/6068	PKGBLD: Entering IntSvrPkgGetPkgSpecIniFilePath 
Jun  5 11:36:08.910035 - 4296/6068	Entering IntSvrPkgGetINIPaths 
Jun  5 11:36:08.910036 - 4296/6068	Entering IntSvrPkgGetINIPaths 
Jun  5 11:36:08.910037 - 4296/6068	PKGBLD: Exiting IntSvrPkgGetPkgSpecIniFilePath 
Jun  5 11:36:08.911000 - 4296/6068	PKGBLD: Exiting IntSvrPkgGetSpecIniPrivateProfileString 
Jun  5 11:36:08.911001 - 4296/6068	SetupPackageRDB() - Setting package name to current running package: CTPY92FX. 
Jun  5 11:36:08.911002 - 4296/6068	Local RDBMS data format is always XML. 
Jun  5 11:36:08.911003 - 4296/6068	IntSpecOpenPackage: SPEC_HANDLE Allocated, Handle=000000000b094470 
Jun  5 11:36:08.911004 - 4296/6068	IntSpecOpenPackage: Recursively calling DoSpecOpen. Handle=000000000b094470 
Jun  5 11:36:08.911005 - 4296/6068	Entering JDB_GetDatabaseTypeFromDS (DS Central Objects - CTPY92) 
Jun  5 11:36:08.911006 - 4296/6068	Exiting JDB_GetDatabaseTypeFromDS with Success (DS Central Objects - CTPY92) (Type S) 
Jun  5 11:36:08.911007 - 4296/6068	Entering JDB_OpenTableWithSQLName(Table = F98743 and SQLTable = F98743CTPY92FX) 
Jun  5 11:36:08.911008 - 4296/6068	ODBC:S DBInitConnection shr(50) con=00000000000E0C70,env=0000000001787470,dbc=0000000001787550,spid=213 cur=0,3,6 sep=. VMC10134DJ007 A (CT920SQL@JDE920) 
Jun  5 11:36:08.911009 - 4296/6068	Incremented table handle count to 5 
Jun  5 11:36:08.911010 - 4296/6068	Entering JDB_AssignNonJDETablename (NonJDETableName F98743CTPY92FX) (hRequest 000000000b474e10) 
Jun  5 11:36:08.911011 - 4296/6068	Exiting JDB_AssignNonJDETablename with Success (NonJDETableName F98743CTPY92FX) 
Jun  5 11:36:08.911012 - 4296/6068	Exiting JDB_OpenTableWithSQLName(Table = F98743) (UserHandle 000000000ac2a4d0) (hRequest 000000000b474e10) with Success 
Jun  5 11:36:08.911013 - 4296/6068	jdeSpecOpen() opening spec of release JDESPECRELLVL_B10. 
Jun  5 11:36:08.911014 - 4296/6068	SpecEncapsulation : jdeSpecOpenLocal completed OK. 
Jun  5 11:36:08.911015 - 4296/6068	IntSpecOpenPackage: Returning 'PASSED' 
Jun  5 11:36:08.911016 - 4296/6068	Entering JDB_FetchKeyed (hRequest 000000000b474e10) 
Jun  5 11:36:08.911017 - 4296/6068	ODBC:S DBInitRequest(new) req=000000000AEF02A0,con=00000000000E0C70,env=0000000001787470,dbc=0000000001787550,spid=213 VMC10134DJ007 A (CT920SQL@JDE920) 
Jun  5 11:36:08.911018 - 4296/6068	SELECT  *  FROM CTJDE_CTPY92.PY920.F98743CTPY92FX  WHERE  ( DTOBNM = 'D0000604A' ) 
Jun  5 11:36:08.911019 - 4296/6068	Entering DBPerformRequest 
Jun  5 11:36:08.911020 - 4296/6068	ODBC:S DBPerformRequest req=000000000AEF02A0,con=00000000000E0C70,env=0000000001787470,dbc=0000000001787550,spid=213 VMC10134DJ007 A (CT920SQL@JDE920) 
Jun  5 11:36:08.912000 - 4296/6068	Exiting DBPerformRequest 
Jun  5 11:36:08.913000 - 4296/6068	Fetched the record (hRequest 000000000b474e10) 
Jun  5 11:36:08.913001 - 4296/6068	About to send message to metadata server for XML to binary conversion. 
Jun  5 11:36:08.913002 - 4296/6068	METADATA - Using Environment [JCTTEST1] for user [SSHIRPU1] in sendCnvMsgToMetadataServer() 
Jun  5 11:36:08.913003 - 4296/6068	METADATA - Using Package [CTPY92FX] for user [SSHIRPU1] Env [JCTTEST1] in sendCnvMsgToMetadataServer() 
Jun  5 11:36:08.917000 - 4296/6068	Spec Data returned from Metadata server. size = 496. 
Jun  5 11:36:08.917001 - 4296/6068	IntSpecClose: Entering w/ Handle = 000000000b094470 
Jun  5 11:36:08.917002 - 4296/6068	Entering JDB_CloseTable (hRequest 000000000b474e10) 
Jun  5 11:36:08.917003 - 4296/6068	Entering JDB_CloseTable(Table = F98743) 
Jun  5 11:36:08.917004 - 4296/6068	Entering JDB_ClearSequencing (hRequest 000000000b474e10) 
Jun  5 11:36:08.917005 - 4296/6068	Exiting JDB_ClearSequencing with Success 
Jun  5 11:36:08.917006 - 4296/6068	Entering JDB_ClearSelection (hRequest 000000000b474e10) 
Jun  5 11:36:08.917007 - 4296/6068	Exiting JDB_ClearSelection with Success 
Jun  5 11:36:08.917008 - 4296/6068	Entering JDB_ClearAggregate (hRequest 000000000b474e10) 
Jun  5 11:36:08.917009 - 4296/6068	Exiting JDB_ClearAggregate with Success 
Jun  5 11:36:08.917010 - 4296/6068	Entering JDB_ClearGroupBy (hRequest 000000000b474e10) 
Jun  5 11:36:08.917011 - 4296/6068	Exiting JDB_ClearGroupBy with Success 
Jun  5 11:36:08.917012 - 4296/6068	Entering JDB_ClearColumnArithmetic (hRequest 000000000b474e10) 
Jun  5 11:36:08.917013 - 4296/6068	Exiting JDB_ClearColumnArithmetic with Success 
Jun  5 11:36:08.917014 - 4296/6068	Entering JDB_ClearHaving (hRequest 000000000b474e10) 
Jun  5 11:36:08.917015 - 4296/6068	Exiting JDB_ClearHaving with Success 
Jun  5 11:36:08.917016 - 4296/6068	Entering JDB_AssignOriginalJDETablename (hRequest 000000000b474e10) 
Jun  5 11:36:08.917017 - 4296/6068	Exiting JDB_AssignOriginalJDETablename with Success 
Jun  5 11:36:08.917018 - 4296/6068	ODBC:S DBFreeRequest(close) req=000000000AEF02A0,con=00000000000E0C70 
Jun  5 11:36:08.917019 - 4296/6068	Entering JDB_ClearBuffers (hRequest 000000000b474e10) 
Jun  5 11:36:08.917020 - 4296/6068	Exiting JDB_ClearBuffers with success. 
Jun  5 11:36:08.917021 - 4296/6068	Decremented table handle count to 4 
Jun  5 11:36:08.917022 - 4296/6068	Exiting JDB_CloseTable(Table = F98743) with Success 
Jun  5 11:36:08.917023 - 4296/6068	Exiting JDB_CloseTable with Success 
Jun  5 11:36:08.917024 - 4296/6068	IntSpecClose: Returning 'PASSED', Handle=000000000b094470 
Jun  5 11:36:08.917025 - 4296/6068	SpecEncapsulation : jdeSpecSelectKeyed completed OK. 
Jun  5 11:36:08.918000 - 4296/6068	Returning from jdeSpecGetCountEx for JDESPECTYPE_GBRSPEC with a count of 276 
Jun  5 11:36:08.918001 - 4296/6068	Opening up local metadata repository. Type - JDESPECTYPE_BUSFUNC. 
Jun  5 11:36:08.918002 - 4296/6068	PKGBLD: Entering IntSvrPkgGetSpecIniFilePath 
Jun  5 11:36:08.918003 - 4296/6068	PKGBLD: Entering IntSvrPkgGetPkgSpecIniFilePath 
Jun  5 11:36:08.918004 - 4296/6068	Entering IntSvrPkgGetINIPaths 
Jun  5 11:36:08.918005 - 4296/6068	Entering IntSvrPkgGetINIPaths 
Jun  5 11:36:08.918006 - 4296/6068	PKGBLD: Exiting IntSvrPkgGetPkgSpecIniFilePath 
Jun  5 11:36:08.918007 - 4296/6068	PKGBLD: Exiting IntSvrPkgGetSpecIniFilePath 
Jun  5 11:36:08.918008 - 4296/6068	SetupPackageRDB() - Invalid Package name ().  Using current running package info. 
Jun  5 11:36:08.918009 - 4296/6068	PKGBLD: Entering IntSvrPkgGetSpecIniPrivateProfileString 
Jun  5 11:36:08.918010 - 4296/6068	PKGBLD: Entering IntSvrPkgGetPkgSpecIniFilePath 
Jun  5 11:36:08.918011 - 4296/6068	Entering IntSvrPkgGetINIPaths 
Jun  5 11:36:08.918012 - 4296/6068	Entering IntSvrPkgGetINIPaths 
Jun  5 11:36:08.918013 - 4296/6068	PKGBLD: Exiting IntSvrPkgGetPkgSpecIniFilePath 
Jun  5 11:36:08.919000 - 4296/6068	PKGBLD: Exiting IntSvrPkgGetSpecIniPrivateProfileString 
Jun  5 11:36:08.919001 - 4296/6068	SetupPackageRDB() - Setting package name to current running package: CTPY92FX. 
Jun  5 11:36:08.919002 - 4296/6068	Local RDBMS data format is always XML. 
Jun  5 11:36:08.919003 - 4296/6068	IntSpecOpenPackage: SPEC_HANDLE Allocated, Handle=000000000b093c30 
Jun  5 11:36:08.919004 - 4296/6068	IntSpecOpenPackage: Recursively calling DoSpecOpen. Handle=000000000b093c30 
Jun  5 11:36:08.919005 - 4296/6068	Entering JDB_GetDatabaseTypeFromDS (DS Central Objects - CTPY92) 
Jun  5 11:36:08.919006 - 4296/6068	Exiting JDB_GetDatabaseTypeFromDS with Success (DS Central Objects - CTPY92) (Type S) 
Jun  5 11:36:08.919007 - 4296/6068	Entering JDB_OpenTableWithSQLName(Table = F98762 and SQLTable = F98762CTPY92FX) 
Jun  5 11:36:08.919008 - 4296/6068	ODBC:S DBInitConnection shr(51) con=00000000000E0C70,env=0000000001787470,dbc=0000000001787550,spid=213 cur=0,3,6 sep=. VMC10134DJ007 A (CT920SQL@JDE920) 
Jun  5 11:36:08.919009 - 4296/6068	Incremented table handle count to 5 
Jun  5 11:36:08.919010 - 4296/6068	Entering JDB_AssignNonJDETablename (NonJDETableName F98762CTPY92FX) (hRequest 000000000b474b10) 
Jun  5 11:36:08.919011 - 4296/6068	Exiting JDB_AssignNonJDETablename with Success (NonJDETableName F98762CTPY92FX) 
Jun  5 11:36:08.919012 - 4296/6068	Exiting JDB_OpenTableWithSQLName(Table = F98762) (UserHandle 000000000ac2a4d0) (hRequest 000000000b474b10) with Success 
Jun  5 11:36:08.919013 - 4296/6068	jdeSpecOpen() opening spec of release JDESPECRELLVL_B10. 
Jun  5 11:36:08.919014 - 4296/6068	SpecEncapsulation : jdeSpecOpenLocal completed OK. 
Jun  5 11:36:08.919015 - 4296/6068	IntSpecOpenPackage: Returning 'PASSED' 
Jun  5 11:36:08.919016 - 4296/6068	Entering JDB_FetchKeyed (hRequest 000000000b474b10) 
Jun  5 11:36:08.919017 - 4296/6068	ODBC:S DBInitRequest(new) req=000000000AFDE490,con=00000000000E0C70,env=0000000001787470,dbc=0000000001787550,spid=213 VMC10134DJ007 A (CT920SQL@JDE920) 
Jun  5 11:36:08.919018 - 4296/6068	SELECT  *  FROM CTJDE_CTPY92.PY920.F98762CTPY92FX  WHERE  ( BCFNNM = 'CreditCheckProcessing' ) 
Jun  5 11:36:08.919019 - 4296/6068	Entering DBPerformRequest 
Jun  5 11:36:08.919020 - 4296/6068	ODBC:S DBPerformRequest req=000000000AFDE490,con=00000000000E0C70,env=0000000001787470,dbc=0000000001787550,spid=213 VMC10134DJ007 A (CT920SQL@JDE920) 
Jun  5 11:36:08.920000 - 4296/6068	Exiting DBPerformRequest 
Jun  5 11:36:08.921000 - 4296/6068	Fetched the record (hRequest 000000000b474b10) 
Jun  5 11:36:08.921001 - 4296/6068	About to send message to metadata server for XML to binary conversion. 
Jun  5 11:36:08.921002 - 4296/6068	METADATA - Using Environment [JCTTEST1] for user [SSHIRPU1] in sendCnvMsgToMetadataServer() 
Jun  5 11:36:08.921003 - 4296/6068	METADATA - Using Package [CTPY92FX] for user [SSHIRPU1] Env [JCTTEST1] in sendCnvMsgToMetadataServer() 
Jun  5 11:36:08.925000 - 4296/6068	Spec Data returned from Metadata server. size = 512. 
Jun  5 11:36:08.925001 - 4296/6068	IntSpecClose: Entering w/ Handle = 000000000b093c30 
Jun  5 11:36:08.925002 - 4296/6068	Entering JDB_CloseTable (hRequest 000000000b474b10) 
Jun  5 11:36:08.925003 - 4296/6068	Entering JDB_CloseTable(Table = F98762) 
Jun  5 11:36:08.925004 - 4296/6068	Entering JDB_ClearSequencing (hRequest 000000000b474b10) 
Jun  5 11:36:08.925005 - 4296/6068	Exiting JDB_ClearSequencing with Success 
Jun  5 11:36:08.925006 - 4296/6068	Entering JDB_ClearSelection (hRequest 000000000b474b10) 
Jun  5 11:36:08.925007 - 4296/6068	Exiting JDB_ClearSelection with Success 
Jun  5 11:36:08.925008 - 4296/6068	Entering JDB_ClearAggregate (hRequest 000000000b474b10) 
Jun  5 11:36:08.925009 - 4296/6068	Exiting JDB_ClearAggregate with Success 
Jun  5 11:36:08.925010 - 4296/6068	Entering JDB_ClearGroupBy (hRequest 000000000b474b10) 
Jun  5 11:36:08.925011 - 4296/6068	Exiting JDB_ClearGroupBy with Success 
Jun  5 11:36:08.925012 - 4296/6068	Entering JDB_ClearColumnArithmetic (hRequest 000000000b474b10) 
Jun  5 11:36:08.925013 - 4296/6068	Exiting JDB_ClearColumnArithmetic with Success 
Jun  5 11:36:08.925014 - 4296/6068	Entering JDB_ClearHaving (hRequest 000000000b474b10) 
Jun  5 11:36:08.925015 - 4296/6068	Exiting JDB_ClearHaving with Success 
Jun  5 11:36:08.925016 - 4296/6068	Entering JDB_AssignOriginalJDETablename (hRequest 000000000b474b10) 
Jun  5 11:36:08.925017 - 4296/6068	Exiting JDB_AssignOriginalJDETablename with Success 
Jun  5 11:36:08.925018 - 4296/6068	ODBC:S DBFreeRequest(close) req=000000000AFDE490,con=00000000000E0C70 
Jun  5 11:36:08.925019 - 4296/6068	Entering JDB_ClearBuffers (hRequest 000000000b474b10) 
Jun  5 11:36:08.925020 - 4296/6068	Exiting JDB_ClearBuffers with success. 
Jun  5 11:36:08.925021 - 4296/6068	Decremented table handle count to 4 
Jun  5 11:36:08.925022 - 4296/6068	Exiting JDB_CloseTable(Table = F98762) with Success 
Jun  5 11:36:08.925023 - 4296/6068	Exiting JDB_CloseTable with Success 
Jun  5 11:36:08.925024 - 4296/6068	IntSpecClose: Returning 'PASSED', Handle=000000000b093c30 
Jun  5 11:36:08.925025 - 4296/6068	Opening up local metadata repository. Type - JDESPECTYPE_DSTMPL. 
Jun  5 11:36:08.925026 - 4296/6068	PKGBLD: Entering IntSvrPkgGetSpecIniFilePath 
Jun  5 11:36:08.925027 - 4296/6068	PKGBLD: Entering IntSvrPkgGetPkgSpecIniFilePath 
Jun  5 11:36:08.925028 - 4296/6068	Entering IntSvrPkgGetINIPaths 
Jun  5 11:36:08.925029 - 4296/6068	Entering IntSvrPkgGetINIPaths 
Jun  5 11:36:08.925030 - 4296/6068	PKGBLD: Exiting IntSvrPkgGetPkgSpecIniFilePath 
Jun  5 11:36:08.925031 - 4296/6068	PKGBLD: Exiting IntSvrPkgGetSpecIniFilePath 
Jun  5 11:36:08.925032 - 4296/6068	SetupPackageRDB() - Invalid Package name ().  Using current running package info. 
Jun  5 11:36:08.925033 - 4296/6068	PKGBLD: Entering IntSvrPkgGetSpecIniPrivateProfileString 
Jun  5 11:36:08.925034 - 4296/6068	PKGBLD: Entering IntSvrPkgGetPkgSpecIniFilePath 
Jun  5 11:36:08.925035 - 4296/6068	Entering IntSvrPkgGetINIPaths 
Jun  5 11:36:08.925036 - 4296/6068	Entering IntSvrPkgGetINIPaths 
Jun  5 11:36:08.925037 - 4296/6068	PKGBLD: Exiting IntSvrPkgGetPkgSpecIniFilePath 
Jun  5 11:36:08.926000 - 4296/6068	PKGBLD: Exiting IntSvrPkgGetSpecIniPrivateProfileString 
Jun  5 11:36:08.926001 - 4296/6068	SetupPackageRDB() - Setting package name to current running package: CTPY92FX. 
Jun  5 11:36:08.926002 - 4296/6068	Local RDBMS data format is always XML. 
Jun  5 11:36:08.926003 - 4296/6068	IntSpecOpenPackage: SPEC_HANDLE Allocated, Handle=000000000b0912f0 
Jun  5 11:36:08.926004 - 4296/6068	IntSpecOpenPackage: Recursively calling DoSpecOpen. Handle=000000000b0912f0 
Jun  5 11:36:08.926005 - 4296/6068	Entering JDB_GetDatabaseTypeFromDS (DS Central Objects - CTPY92) 
Jun  5 11:36:08.926006 - 4296/6068	Exiting JDB_GetDatabaseTypeFromDS with Success (DS Central Objects - CTPY92) (Type S) 
Jun  5 11:36:08.926007 - 4296/6068	Entering JDB_OpenTableWithSQLName(Table = F98743 and SQLTable = F98743CTPY92FX) 
Jun  5 11:36:08.926008 - 4296/6068	ODBC:S DBInitConnection shr(52) con=00000000000E0C70,env=0000000001787470,dbc=0000000001787550,spid=213 cur=0,3,6 sep=. VMC10134DJ007 A (CT920SQL@JDE920) 
Jun  5 11:36:08.926009 - 4296/6068	Incremented table handle count to 5 
Jun  5 11:36:08.926010 - 4296/6068	Entering JDB_AssignNonJDETablename (NonJDETableName F98743CTPY92FX) (hRequest 000000000b476310) 
Jun  5 11:36:08.926011 - 4296/6068	Exiting JDB_AssignNonJDETablename with Success (NonJDETableName F98743CTPY92FX) 
Jun  5 11:36:08.926012 - 4296/6068	Exiting JDB_OpenTableWithSQLName(Table = F98743) (UserHandle 000000000ac2a4d0) (hRequest 000000000b476310) with Success 
Jun  5 11:36:08.926013 - 4296/6068	jdeSpecOpen() opening spec of release JDESPECRELLVL_B10. 
Jun  5 11:36:08.926014 - 4296/6068	SpecEncapsulation : jdeSpecOpenLocal completed OK. 
Jun  5 11:36:08.926015 - 4296/6068	IntSpecOpenPackage: Returning 'PASSED' 
Jun  5 11:36:08.926016 - 4296/6068	Entering JDB_FetchKeyed (hRequest 000000000b476310) 
Jun  5 11:36:08.926017 - 4296/6068	ODBC:S DBInitRequest(new) req=000000000AFDCA90,con=00000000000E0C70,env=0000000001787470,dbc=0000000001787550,spid=213 VMC10134DJ007 A (CT920SQL@JDE920) 
Jun  5 11:36:08.926018 - 4296/6068	SELECT  *  FROM CTJDE_CTPY92.PY920.F98743CTPY92FX  WHERE  ( DTOBNM = 'D4200420' ) 
Jun  5 11:36:08.926019 - 4296/6068	Entering DBPerformRequest 
Jun  5 11:36:08.926020 - 4296/6068	ODBC:S DBPerformRequest req=000000000AFDCA90,con=00000000000E0C70,env=0000000001787470,dbc=0000000001787550,spid=213 VMC10134DJ007 A (CT920SQL@JDE920) 
Jun  5 11:36:08.927000 - 4296/6068	Exiting DBPerformRequest 
Jun  5 11:36:08.928000 - 4296/6068	Fetched the record (hRequest 000000000b476310) 
Jun  5 11:36:08.928001 - 4296/6068	About to send message to metadata server for XML to binary conversion. 
Jun  5 11:36:08.928002 - 4296/6068	METADATA - Using Environment [JCTTEST1] for user [SSHIRPU1] in sendCnvMsgToMetadataServer() 
Jun  5 11:36:08.928003 - 4296/6068	METADATA - Using Package [CTPY92FX] for user [SSHIRPU1] Env [JCTTEST1] in sendCnvMsgToMetadataServer() 
Jun  5 11:36:08.965000 - 4296/6068	Spec Data returned from Metadata server. size = 6256. 
Jun  5 11:36:08.965001 - 4296/6068	IntSpecClose: Entering w/ Handle = 000000000b0912f0 
Jun  5 11:36:08.965002 - 4296/6068	Entering JDB_CloseTable (hRequest 000000000b476310) 
Jun  5 11:36:08.965003 - 4296/6068	Entering JDB_CloseTable(Table = F98743) 
Jun  5 11:36:08.965004 - 4296/6068	Entering JDB_ClearSequencing (hRequest 000000000b476310) 
Jun  5 11:36:08.965005 - 4296/6068	Exiting JDB_ClearSequencing with Success 
Jun  5 11:36:08.965006 - 4296/6068	Entering JDB_ClearSelection (hRequest 000000000b476310) 
Jun  5 11:36:08.965007 - 4296/6068	Exiting JDB_ClearSelection with Success 
Jun  5 11:36:08.965008 - 4296/6068	Entering JDB_ClearAggregate (hRequest 000000000b476310) 
Jun  5 11:36:08.965009 - 4296/6068	Exiting JDB_ClearAggregate with Success 
Jun  5 11:36:08.965010 - 4296/6068	Entering JDB_ClearGroupBy (hRequest 000000000b476310) 
Jun  5 11:36:08.965011 - 4296/6068	Exiting JDB_ClearGroupBy with Success 
Jun  5 11:36:08.965012 - 4296/6068	Entering JDB_ClearColumnArithmetic (hRequest 000000000b476310) 
Jun  5 11:36:08.965013 - 4296/6068	Exiting JDB_ClearColumnArithmetic with Success 
Jun  5 11:36:08.965014 - 4296/6068	Entering JDB_ClearHaving (hRequest 000000000b476310) 
Jun  5 11:36:08.965015 - 4296/6068	Exiting JDB_ClearHaving with Success 
Jun  5 11:36:08.965016 - 4296/6068	Entering JDB_AssignOriginalJDETablename (hRequest 000000000b476310) 
Jun  5 11:36:08.965017 - 4296/6068	Exiting JDB_AssignOriginalJDETablename with Success 
Jun  5 11:36:08.965018 - 4296/6068	ODBC:S DBFreeRequest(close) req=000000000AFDCA90,con=00000000000E0C70 
Jun  5 11:36:08.967000 - 4296/6068	Entering JDB_ClearBuffers (hRequest 000000000b476310) 
Jun  5 11:36:08.967001 - 4296/6068	Exiting JDB_ClearBuffers with success. 
Jun  5 11:36:08.967002 - 4296/6068	Decremented table handle count to 4 
Jun  5 11:36:08.967003 - 4296/6068	Exiting JDB_CloseTable(Table = F98743) with Success 
Jun  5 11:36:08.967004 - 4296/6068	Exiting JDB_CloseTable with Success 
Jun  5 11:36:08.967005 - 4296/6068	IntSpecClose: Returning 'PASSED', Handle=000000000b0912f0 
Jun  5 11:36:08.967006 - 4296/6068	Opening up local metadata repository. Type - JDESPECTYPE_BUSFUNC. 
Jun  5 11:36:08.967007 - 4296/6068	PKGBLD: Entering IntSvrPkgGetSpecIniFilePath 
Jun  5 11:36:08.967008 - 4296/6068	PKGBLD: Entering IntSvrPkgGetPkgSpecIniFilePath 
Jun  5 11:36:08.967009 - 4296/6068	Entering IntSvrPkgGetINIPaths 
Jun  5 11:36:08.967010 - 4296/6068	Entering IntSvrPkgGetINIPaths 
Jun  5 11:36:08.967011 - 4296/6068	PKGBLD: Exiting IntSvrPkgGetPkgSpecIniFilePath 
Jun  5 11:36:08.967012 - 4296/6068	PKGBLD: Exiting IntSvrPkgGetSpecIniFilePath 
Jun  5 11:36:08.967013 - 4296/6068	SetupPackageRDB() - Invalid Package name ().  Using current running package info. 
Jun  5 11:36:08.967014 - 4296/6068	PKGBLD: Entering IntSvrPkgGetSpecIniPrivateProfileString 
Jun  5 11:36:08.967015 - 4296/6068	PKGBLD: Entering IntSvrPkgGetPkgSpecIniFilePath 
Jun  5 11:36:08.967016 - 4296/6068	Entering IntSvrPkgGetINIPaths 
Jun  5 11:36:08.967017 - 4296/6068	Entering IntSvrPkgGetINIPaths 
Jun  5 11:36:08.967018 - 4296/6068	PKGBLD: Exiting IntSvrPkgGetPkgSpecIniFilePath 
Jun  5 11:36:08.968000 - 4296/6068	PKGBLD: Exiting IntSvrPkgGetSpecIniPrivateProfileString 
Jun  5 11:36:08.968001 - 4296/6068	SetupPackageRDB() - Setting package name to current running package: CTPY92FX. 
Jun  5 11:36:08.968002 - 4296/6068	Local RDBMS data format is always XML. 
Jun  5 11:36:08.968003 - 4296/6068	IntSpecOpenPackage: SPEC_HANDLE Allocated, Handle=000000000b092160 
Jun  5 11:36:08.968004 - 4296/6068	IntSpecOpenPackage: Recursively calling DoSpecOpen. Handle=000000000b092160 
Jun  5 11:36:08.968005 - 4296/6068	Entering JDB_GetDatabaseTypeFromDS (DS Central Objects - CTPY92) 
Jun  5 11:36:08.968006 - 4296/6068	Exiting JDB_GetDatabaseTypeFromDS with Success (DS Central Objects - CTPY92) (Type S) 
Jun  5 11:36:08.968007 - 4296/6068	Entering JDB_OpenTableWithSQLName(Table = F98762 and SQLTable = F98762CTPY92FX) 
Jun  5 11:36:08.968008 - 4296/6068	ODBC:S DBInitConnection shr(53) con=00000000000E0C70,env=0000000001787470,dbc=0000000001787550,spid=213 cur=0,3,6 sep=. VMC10134DJ007 A (CT920SQL@JDE920) 
Jun  5 11:36:08.968009 - 4296/6068	Incremented table handle count to 5 
Jun  5 11:36:08.968010 - 4296/6068	Entering JDB_AssignNonJDETablename (NonJDETableName F98762CTPY92FX) (hRequest 000000000b475710) 
Jun  5 11:36:08.968011 - 4296/6068	Exiting JDB_AssignNonJDETablename with Success (NonJDETableName F98762CTPY92FX) 
Jun  5 11:36:08.968012 - 4296/6068	Exiting JDB_OpenTableWithSQLName(Table = F98762) (UserHandle 000000000ac2a4d0) (hRequest 000000000b475710) with Success 
Jun  5 11:36:08.968013 - 4296/6068	jdeSpecOpen() opening spec of release JDESPECRELLVL_B10. 
Jun  5 11:36:08.968014 - 4296/6068	SpecEncapsulation : jdeSpecOpenLocal completed OK. 
Jun  5 11:36:08.968015 - 4296/6068	IntSpecOpenPackage: Returning 'PASSED' 
Jun  5 11:36:08.968016 - 4296/6068	Entering JDB_FetchKeyed (hRequest 000000000b475710) 
Jun  5 11:36:08.968017 - 4296/6068	ODBC:S DBInitRequest(new) req=000000000AFDCC30,con=00000000000E0C70,env=0000000001787470,dbc=0000000001787550,spid=213 VMC10134DJ007 A (CT920SQL@JDE920) 
Jun  5 11:36:08.968018 - 4296/6068	SELECT  *  FROM CTJDE_CTPY92.PY920.F98762CTPY92FX  WHERE  ( BCFNNM = 'GetParentAddress' ) 
Jun  5 11:36:08.968019 - 4296/6068	Entering DBPerformRequest 
Jun  5 11:36:08.968020 - 4296/6068	ODBC:S DBPerformRequest req=000000000AFDCC30,con=00000000000E0C70,env=0000000001787470,dbc=0000000001787550,spid=213 VMC10134DJ007 A (CT920SQL@JDE920) 
Jun  5 11:36:08.971000 - 4296/6068	Exiting DBPerformRequest 
Jun  5 11:36:08.972000 - 4296/6068	Fetched the record (hRequest 000000000b475710) 
Jun  5 11:36:08.972001 - 4296/6068	About to send message to metadata server for XML to binary conversion. 
Jun  5 11:36:08.972002 - 4296/6068	METADATA - Using Environment [JCTTEST1] for user [SSHIRPU1] in sendCnvMsgToMetadataServer() 
Jun  5 11:36:08.972003 - 4296/6068	METADATA - Using Package [CTPY92FX] for user [SSHIRPU1] Env [JCTTEST1] in sendCnvMsgToMetadataServer() 
Jun  5 11:36:08.977000 - 4296/6068	Spec Data returned from Metadata server. size = 512. 
Jun  5 11:36:08.977001 - 4296/6068	IntSpecClose: Entering w/ Handle = 000000000b092160 
Jun  5 11:36:08.977002 - 4296/6068	Entering JDB_CloseTable (hRequest 000000000b475710) 
Jun  5 11:36:08.977003 - 4296/6068	Entering JDB_CloseTable(Table = F98762) 
Jun  5 11:36:08.977004 - 4296/6068	Entering JDB_ClearSequencing (hRequest 000000000b475710) 
Jun  5 11:36:08.977005 - 4296/6068	Exiting JDB_ClearSequencing with Success 
Jun  5 11:36:08.977006 - 4296/6068	Entering JDB_ClearSelection (hRequest 000000000b475710) 
Jun  5 11:36:08.977007 - 4296/6068	Exiting JDB_ClearSelection with Success 
Jun  5 11:36:08.977008 - 4296/6068	Entering JDB_ClearAggregate (hRequest 000000000b475710) 
Jun  5 11:36:08.977009 - 4296/6068	Exiting JDB_ClearAggregate with Success 
Jun  5 11:36:08.977010 - 4296/6068	Entering JDB_ClearGroupBy (hRequest 000000000b475710) 
Jun  5 11:36:08.977011 - 4296/6068	Exiting JDB_ClearGroupBy with Success 
Jun  5 11:36:08.977012 - 4296/6068	Entering JDB_ClearColumnArithmetic (hRequest 000000000b475710) 
Jun  5 11:36:08.977013 - 4296/6068	Exiting JDB_ClearColumnArithmetic with Success 
Jun  5 11:36:08.977014 - 4296/6068	Entering JDB_ClearHaving (hRequest 000000000b475710) 
Jun  5 11:36:08.977015 - 4296/6068	Exiting JDB_ClearHaving with Success 
Jun  5 11:36:08.977016 - 4296/6068	Entering JDB_AssignOriginalJDETablename (hRequest 000000000b475710) 
Jun  5 11:36:08.977017 - 4296/6068	Exiting JDB_AssignOriginalJDETablename with Success 
Jun  5 11:36:08.977018 - 4296/6068	ODBC:S DBFreeRequest(close) req=000000000AFDCC30,con=00000000000E0C70 
Jun  5 11:36:08.977019 - 4296/6068	Entering JDB_ClearBuffers (hRequest 000000000b475710) 
Jun  5 11:36:08.977020 - 4296/6068	Exiting JDB_ClearBuffers with success. 
Jun  5 11:36:08.977021 - 4296/6068	Decremented table handle count to 4 
Jun  5 11:36:08.977022 - 4296/6068	Exiting JDB_CloseTable(Table = F98762) with Success 
Jun  5 11:36:08.977023 - 4296/6068	Exiting JDB_CloseTable with Success 
Jun  5 11:36:08.977024 - 4296/6068	IntSpecClose: Returning 'PASSED', Handle=000000000b092160 
